brand,product_name,category,sub_category,features,reviews,skin_type,price
롱테이크,롱테이크 네일 제품 661,메이크업,네일,빠른 건조,재구매율이 높은 제품,모든 피부,109000
이니스프리,이니스프리 헤어 제품 662,생활용품,헤어,손상 케어,가성비가 좋다는 의견이 많음,모든 피부,110000
라네즈,라네즈 스킨/바디 케어 제품 663,베이비,스킨/바디 케어,데일리 사용,효과 체감이 빠르다는 리뷰 다수,민감성,59000
바이탈뷰티,바이탈뷰티 구강 제품 664,생활용품,구강,구취 제거,향과 사용감에 대한 만족도가 높음,복합성,67000
아모레베이직,아모레베이직 퍼퓸 제품 665,향수,퍼퓸,지속력 우수,가성비가 좋다는 의견이 많음,모든 피부,148000
롱테이크,롱테이크 스킨/바디 케어 제품 666,베이비,스킨/바디 케어,저자극,향과 사용감에 대한 만족도가 높음,복합성,102000
에스트라,에스트라 치크 제품 667,메이크업,치크,자연 발색,자극 없이 순하다는 평가가 많음,복합성,56000
아이오페,아이오페 헤어 제품 668,생활용품,헤어,윤기 강화,재구매율이 높은 제품,모든 피부,130000
롱테이크,롱테이크 이너뷰티 제품 669,뷰티푸드,이너뷰티,항산화,향과 사용감에 대한 만족도가 높음,복합성,84000
마몽드,마몽드 이너뷰티 제품 670,뷰티푸드,이너뷰티,항산화,향과 사용감에 대한 만족도가 높음,민감성,68000
이니스프리,이니스프리 이너뷰티 제품 671,뷰티푸드,이너뷰티,피부 건강 개선,재구매율이 높은 제품,지성,99000
아모레베이직,아모레베이직 스킨로션 제품 672,남성,스킨로션,저자극,자극 없이 순하다는 평가가 많음,복합성,140000
마몽드,마몽드 네일 제품 673,메이크업,네일,선명한 컬러,효과 체감이 빠르다는 리뷰 다수,민감성,53000
마몽드,마몽드 스킨/바디 케어 제품 674,베이비,스킨/바디 케어,저자극,가성비가 좋다는 의견이 많음,복합성,35000
프리메라,프리메라 아이 제품 675,메이크업,아이,롱래스팅,가성비가 좋다는 의견이 많음,지성,8000
프리메라,프리메라 선케어 제품 676,베이비,선케어,자외선 차단,가성비가 좋다는 의견이 많음,복합성,132000
롱테이크,롱테이크 스킨/바디 케어 제품 677,베이비,스킨/바디 케어,저자극,가성비가 좋다는 의견이 많음,지성,110000
바이탈뷰티,바이탈뷰티 바디 제품 678,생활용품,바디,보습 강화,가성비가 좋다는 의견이 많음,지성,135000
한율,한율 쉐이빙 제품 679,남성,쉐이빙,저자극,재구매율이 높은 제품,복합성,125000
에이피뷰티,에이피뷰티 이너뷰티 제품 680,뷰티푸드,이너뷰티,피부 건강 개선,재구매율이 높은 제품,모든 피부,75000
에이피뷰티,에이피뷰티 치크 제품 681,메이크업,치크,자연 발색,향과 사용감에 대한 만족도가 높음,복합성,118000
설화수,설화수 퍼퓸 제품 682,향수,퍼퓸,시그니처 향,재구매율이 높은 제품,민감성,104000
한율,한율 선케어 제품 683,베이비,선케어,백탁 없음,효과 체감이 빠르다는 리뷰 다수,지성,17000
에스트라,에스트라 이너뷰티 제품 684,뷰티푸드,이너뷰티,항산화,효과 체감이 빠르다는 리뷰 다수,모든 피부,105000
바이탈뷰티,바이탈뷰티 모이스처라이징 제품 685,스킨 케어,모이스처라이징,수분 지속,향과 사용감에 대한 만족도가 높음,민감성,145000
이니스프리,이니스프리 퍼퓸 제품 686,향수,퍼퓸,시그니처 향,향과 사용감에 대한 만족도가 높음,모든 피부,93000
아모레베이직,아모레베이직 퍼퓸 제품 687,향수,퍼퓸,지속력 우수,효과 체감이 빠르다는 리뷰 다수,지성,39000
라네즈,라네즈 선케어 제품 688,스킨 케어,선케어,백탁 없음,재구매율이 높은 제품,복합성,103000
롱테이크,롱테이크 썬/BB 크림 제품 689,남성,썬/BB 크림,저자극,향과 사용감에 대한 만족도가 높음,건성,62000
마몽드,마몽드 선케어 제품 690,스킨 케어,선케어,백탁 없음,자극 없이 순하다는 평가가 많음,건성,135000
마몽드,마몽드 이너뷰티 제품 691,뷰티푸드,이너뷰티,항산화,효과 체감이 빠르다는 리뷰 다수,모든 피부,23000
설화수,설화수 썬/BB 크림 제품 692,남성,썬/BB 크림,저자극,재구매율이 높은 제품,모든 피부,85000
에스트라,에스트라 선케어 제품 693,베이비,선케어,민감피부 사용 가능,자극 없이 순하다는 평가가 많음,민감성,45000
프리메라,프리메라 퍼퓸 제품 694,향수,퍼퓸,지속력 우수,효과 체감이 빠르다는 리뷰 다수,지성,123000
프리메라,프리메라 썬/BB 크림 제품 695,남성,썬/BB 크림,데일리 사용,자극 없이 순하다는 평가가 많음,모든 피부,12000
한율,한율 모이스처라이징 제품 696,스킨 케어,모이스처라이징,장벽 강화,향과 사용감에 대한 만족도가 높음,민감성,68000
이니스프리,이니스프리 선케어 제품 697,베이비,선케어,민감피부 사용 가능,가성비가 좋다는 의견이 많음,민감성,88000
설화수,설화수 헤어 제품 698,생활용품,헤어,윤기 강화,자극 없이 순하다는 평가가 많음,모든 피부,134000
아이오페,아이오페 치크 제품 699,메이크업,치크,자연 발색,향과 사용감에 대한 만족도가 높음,건성,53000
이니스프리,이니스프리 퍼퓸 제품 700,향수,퍼퓸,지속력 우수,향과 사용감에 대한 만족도가 높음,모든 피부,52000
설화수,설화수 퍼퓸 제품 701,향수,퍼퓸,시그니처 향,재구매율이 높은 제품,민감성,29000
이니스프리,이니스프리 선케어 제품 702,베이비,선케어,민감피부 사용 가능,자극 없이 순하다는 평가가 많음,복합성,89000
헤라,헤라 치크 제품 703,메이크업,치크,생기 부여,향과 사용감에 대한 만족도가 높음,지성,123000
설화수,설화수 퍼퓸 제품 704,향수,퍼퓸,시그니처 향,효과 체감이 빠르다는 리뷰 다수,복합성,11000
에이피뷰티,에이피뷰티 메이크업 제품 705,남성,메이크업,저자극,가성비가 좋다는 의견이 많음,건성,21000
라네즈,라네즈 퍼퓸 제품 706,향수,퍼퓸,시그니처 향,향과 사용감에 대한 만족도가 높음,지성,121000
아이오페,아이오페 스킨/바디 케어 제품 707,베이비,스킨/바디 케어,데일리 사용,재구매율이 높은 제품,지성,10000
에이피뷰티,에이피뷰티 스페셜 케어 제품 708,스킨 케어,스페셜 케어,탄력 개선,효과 체감이 빠르다는 리뷰 다수,지성,74000
라네즈,라네즈 퍼퓸 제품 709,향수,퍼퓸,지속력 우수,가성비가 좋다는 의견이 많음,복합성,39000
마몽드,마몽드 헤어 제품 710,생활용품,헤어,윤기 강화,가성비가 좋다는 의견이 많음,민감성,98000
롱테이크,롱테이크 페이스 제품 711,메이크업,페이스,자연스러운 커버,재구매율이 높은 제품,모든 피부,62000
한율,한율 스킨로션 제품 712,남성,스킨로션,저자극,가성비가 좋다는 의견이 많음,모든 피부,11000
이니스프리,이니스프리 구강 제품 713,생활용품,구강,구취 제거,재구매율이 높은 제품,모든 피부,51000
에이피뷰티,에이피뷰티 립 제품 714,메이크업,립,선명한 발색,효과 체감이 빠르다는 리뷰 다수,지성,123000
설화수,설화수 스킨/바디 케어 제품 715,베이비,스킨/바디 케어,저자극,향과 사용감에 대한 만족도가 높음,민감성,65000
에스트라,에스트라 스킨/바디 케어 제품 716,베이비,스킨/바디 케어,저자극,자극 없이 순하다는 평가가 많음,복합성,34000
프리메라,프리메라 립 제품 717,메이크업,립,선명한 발색,효과 체감이 빠르다는 리뷰 다수,모든 피부,13000
프리메라,프리메라 퍼퓸 제품 718,향수,퍼퓸,시그니처 향,향과 사용감에 대한 만족도가 높음,복합성,74000
헤라,헤라 스킨/바디 케어 제품 719,베이비,스킨/바디 케어,저자극,자극 없이 순하다는 평가가 많음,민감성,82000
오설록,오설록 아이 제품 720,메이크업,아이,롱래스팅,자극 없이 순하다는 평가가 많음,건성,95000
아이오페,아이오페 선케어 제품 721,베이비,선케어,자외선 차단,효과 체감이 빠르다는 리뷰 다수,복합성,111000
프리메라,프리메라 퍼퓸 제품 722,향수,퍼퓸,지속력 우수,가성비가 좋다는 의견이 많음,지성,60000
아모레베이직,아모레베이직 립 제품 723,메이크업,립,선명한 발색,가성비가 좋다는 의견이 많음,복합성,135000
한율,한율 아이 제품 724,메이크업,아이,번짐 방지,자극 없이 순하다는 평가가 많음,지성,42000
롱테이크,롱테이크 이너뷰티 제품 725,뷰티푸드,이너뷰티,피부 건강 개선,재구매율이 높은 제품,건성,40000
마몽드,마몽드 팩마스크 제품 726,남성,팩마스크,데일리 사용,가성비가 좋다는 의견이 많음,건성,16000
헤라,헤라 퍼퓸 제품 727,향수,퍼퓸,지속력 우수,재구매율이 높은 제품,지성,26000
에스트라,에스트라 선케어 제품 728,스킨 케어,선케어,민감피부 사용 가능,재구매율이 높은 제품,지성,67000
아이오페,아이오페 스페셜 케어 제품 729,스킨 케어,스페셜 케어,집중 케어,자극 없이 순하다는 평가가 많음,지성,114000
아모레베이직,아모레베이직 스킨/바디 케어 제품 730,베이비,스킨/바디 케어,저자극,효과 체감이 빠르다는 리뷰 다수,민감성,48000
마몽드,마몽드 퍼퓸 제품 731,향수,퍼퓸,지속력 우수,효과 체감이 빠르다는 리뷰 다수,모든 피부,66000
헤라,헤라 헤어케어 제품 732,남성,헤어케어,저자극,효과 체감이 빠르다는 리뷰 다수,지성,93000
설화수,설화수 메이크업 제품 733,남성,메이크업,데일리 사용,향과 사용감에 대한 만족도가 높음,지성,57000
헤라,헤라 퍼퓸 제품 734,향수,퍼퓸,시그니처 향,가성비가 좋다는 의견이 많음,모든 피부,119000
프리메라,프리메라 클렌징 제품 735,스킨 케어,클렌징,저자극 세정,효과 체감이 빠르다는 리뷰 다수,모든 피부,15000
마몽드,마몽드 퍼퓸 제품 736,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,복합성,137000
마몽드,마몽드 퍼퓸 제품 737,향수,퍼퓸,지속력 우수,효과 체감이 빠르다는 리뷰 다수,건성,35000
라네즈,라네즈 클렌징 제품 738,스킨 케어,클렌징,저자극 세정,재구매율이 높은 제품,복합성,34000
설화수,설화수 스킨/바디 케어 제품 739,베이비,스킨/바디 케어,저자극,재구매율이 높은 제품,건성,29000
이니스프리,이니스프리 스페셜 케어 제품 740,스킨 케어,스페셜 케어,미백 기능성,재구매율이 높은 제품,복합성,136000
에스트라,에스트라 스킨/바디 케어 제품 741,베이비,스킨/바디 케어,데일리 사용,효과 체감이 빠르다는 리뷰 다수,지성,65000
바이탈뷰티,바이탈뷰티 퍼퓸 제품 742,향수,퍼퓸,시그니처 향,향과 사용감에 대한 만족도가 높음,모든 피부,41000
라네즈,라네즈 클렌져 제품 743,남성,클렌져,저자극,자극 없이 순하다는 평가가 많음,복합성,83000
헤라,헤라 치크 제품 744,메이크업,치크,생기 부여,효과 체감이 빠르다는 리뷰 다수,민감성,64000
에이피뷰티,에이피뷰티 립 제품 745,메이크업,립,보습감,재구매율이 높은 제품,건성,109000
한율,한율 모이스처라이징 제품 746,스킨 케어,모이스처라이징,장벽 강화,가성비가 좋다는 의견이 많음,건성,109000
롱테이크,롱테이크 헤어 제품 747,생활용품,헤어,손상 케어,자극 없이 순하다는 평가가 많음,복합성,111000
바이탈뷰티,바이탈뷰티 헤어 제품 748,생활용품,헤어,윤기 강화,가성비가 좋다는 의견이 많음,지성,22000
아모레베이직,아모레베이직 페이스 제품 749,메이크업,페이스,자연스러운 커버,가성비가 좋다는 의견이 많음,복합성,48000
아이오페,아이오페 스킨/바디 케어 제품 750,베이비,스킨/바디 케어,데일리 사용,향과 사용감에 대한 만족도가 높음,지성,41000
아이오페,아이오페 치크 제품 751,메이크업,치크,생기 부여,자극 없이 순하다는 평가가 많음,민감성,71000
마몽드,마몽드 아이 제품 752,메이크업,아이,번짐 방지,효과 체감이 빠르다는 리뷰 다수,지성,63000
에스트라,에스트라 모이스처라이징 제품 753,스킨 케어,모이스처라이징,장벽 강화,향과 사용감에 대한 만족도가 높음,복합성,68000
프리메라,프리메라 립 제품 754,메이크업,립,보습감,재구매율이 높은 제품,지성,53000
바이탈뷰티,바이탈뷰티 립 제품 755,메이크업,립,보습감,가성비가 좋다는 의견이 많음,건성,61000
마몽드,마몽드 선케어 제품 756,베이비,선케어,민감피부 사용 가능,가성비가 좋다는 의견이 많음,복합성,70000
설화수,설화수 헤어케어 제품 757,남성,헤어케어,저자극,가성비가 좋다는 의견이 많음,민감성,17000
롱테이크,롱테이크 클렌징 제품 758,스킨 케어,클렌징,저자극 세정,재구매율이 높은 제품,지성,59000
바이탈뷰티,바이탈뷰티 스킨/바디 케어 제품 759,베이비,스킨/바디 케어,데일리 사용,재구매율이 높은 제품,민감성,76000
오설록,오설록 치크 제품 760,메이크업,치크,자연 발색,향과 사용감에 대한 만족도가 높음,모든 피부,53000
이니스프리,이니스프리 퍼퓸 제품 761,향수,퍼퓸,지속력 우수,향과 사용감에 대한 만족도가 높음,지성,44000
에스트라,에스트라 쉐이빙 제품 762,남성,쉐이빙,저자극,가성비가 좋다는 의견이 많음,복합성,37000
아모레베이직,아모레베이직 치크 제품 763,메이크업,치크,생기 부여,향과 사용감에 대한 만족도가 높음,모든 피부,127000
프리메라,프리메라 쉐이빙 제품 764,남성,쉐이빙,저자극,재구매율이 높은 제품,민감성,101000
라네즈,라네즈 선케어 제품 765,베이비,선케어,백탁 없음,향과 사용감에 대한 만족도가 높음,모든 피부,115000
설화수,설화수 구강 제품 766,생활용품,구강,구취 제거,향과 사용감에 대한 만족도가 높음,모든 피부,89000
한율,한율 치크 제품 767,메이크업,치크,생기 부여,자극 없이 순하다는 평가가 많음,지성,73000
바이탈뷰티,바이탈뷰티 퍼퓸 제품 768,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,지성,71000
오설록,오설록 네일 제품 769,메이크업,네일,빠른 건조,향과 사용감에 대한 만족도가 높음,복합성,109000
프리메라,프리메라 구강 제품 770,생활용품,구강,구취 제거,향과 사용감에 대한 만족도가 높음,건성,25000
오설록,오설록 스페셜 케어 제품 771,스킨 케어,스페셜 케어,미백 기능성,효과 체감이 빠르다는 리뷰 다수,복합성,121000
라네즈,라네즈 스킨/바디 케어 제품 772,베이비,스킨/바디 케어,데일리 사용,가성비가 좋다는 의견이 많음,민감성,23000
프리메라,프리메라 바디 제품 773,생활용품,바디,보습 강화,자극 없이 순하다는 평가가 많음,모든 피부,11000
프리메라,프리메라 헤어 제품 774,생활용품,헤어,윤기 강화,향과 사용감에 대한 만족도가 높음,복합성,86000
에스트라,에스트라 선케어 제품 775,스킨 케어,선케어,백탁 없음,효과 체감이 빠르다는 리뷰 다수,건성,23000
롱테이크,롱테이크 페이스 제품 776,메이크업,페이스,자연스러운 커버,향과 사용감에 대한 만족도가 높음,모든 피부,19000
에스트라,에스트라 구강 제품 777,생활용품,구강,구취 제거,가성비가 좋다는 의견이 많음,건성,90000
한율,한율 스킨/바디 케어 제품 778,베이비,스킨/바디 케어,저자극,효과 체감이 빠르다는 리뷰 다수,모든 피부,17000
에스트라,에스트라 이너뷰티 제품 779,뷰티푸드,이너뷰티,피부 건강 개선,재구매율이 높은 제품,모든 피부,11000
오설록,오설록 페이스 제품 780,메이크업,페이스,자연스러운 커버,향과 사용감에 대한 만족도가 높음,건성,121000
마몽드,마몽드 헤어 제품 781,생활용품,헤어,윤기 강화,재구매율이 높은 제품,지성,144000
마몽드,마몽드 모이스처라이징 제품 782,스킨 케어,모이스처라이징,고보습,가성비가 좋다는 의견이 많음,복합성,121000
설화수,설화수 퍼퓸 제품 783,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,모든 피부,101000
에스트라,에스트라 이너뷰티 제품 784,뷰티푸드,이너뷰티,항산화,재구매율이 높은 제품,모든 피부,101000
프리메라,프리메라 바디 제품 785,생활용품,바디,보습 강화,자극 없이 순하다는 평가가 많음,복합성,127000
롱테이크,롱테이크 팩마스크 제품 786,남성,팩마스크,데일리 사용,재구매율이 높은 제품,민감성,97000
에이피뷰티,에이피뷰티 퍼퓸 제품 787,향수,퍼퓸,지속력 우수,자극 없이 순하다는 평가가 많음,복합성,53000
롱테이크,롱테이크 퍼퓸 제품 788,향수,퍼퓸,시그니처 향,향과 사용감에 대한 만족도가 높음,모든 피부,108000
아모레베이직,아모레베이직 헤어 제품 789,생활용품,헤어,손상 케어,효과 체감이 빠르다는 리뷰 다수,모든 피부,57000
아모레베이직,아모레베이직 이너뷰티 제품 790,뷰티푸드,이너뷰티,피부 건강 개선,향과 사용감에 대한 만족도가 높음,복합성,122000
이니스프리,이니스프리 퍼퓸 제품 791,향수,퍼퓸,시그니처 향,가성비가 좋다는 의견이 많음,민감성,16000
에이피뷰티,에이피뷰티 선케어 제품 792,베이비,선케어,민감피부 사용 가능,효과 체감이 빠르다는 리뷰 다수,모든 피부,99000
바이탈뷰티,바이탈뷰티 선케어 제품 793,베이비,선케어,백탁 없음,재구매율이 높은 제품,복합성,77000
오설록,오설록 클렌징 제품 794,스킨 케어,클렌징,보습 유지,가성비가 좋다는 의견이 많음,모든 피부,14000
한율,한율 퍼퓸 제품 795,향수,퍼퓸,지속력 우수,효과 체감이 빠르다는 리뷰 다수,복합성,8000
바이탈뷰티,바이탈뷰티 선케어 제품 796,베이비,선케어,민감피부 사용 가능,가성비가 좋다는 의견이 많음,모든 피부,120000
바이탈뷰티,바이탈뷰티 퍼퓸 제품 797,향수,퍼퓸,시그니처 향,가성비가 좋다는 의견이 많음,민감성,74000
에이피뷰티,에이피뷰티 이너뷰티 제품 798,뷰티푸드,이너뷰티,항산화,향과 사용감에 대한 만족도가 높음,지성,137000
프리메라,프리메라 헤어 제품 799,생활용품,헤어,손상 케어,재구매율이 높은 제품,지성,92000
이니스프리,이니스프리 선케어 제품 800,스킨 케어,선케어,백탁 없음,자극 없이 순하다는 평가가 많음,복합성,56000
에이피뷰티,에이피뷰티 선케어 제품 801,베이비,선케어,자외선 차단,향과 사용감에 대한 만족도가 높음,지성,95000
이니스프리,이니스프리 구강 제품 802,생활용품,구강,저자극,효과 체감이 빠르다는 리뷰 다수,복합성,143000
이니스프리,이니스프리 클렌징 제품 803,스킨 케어,클렌징,저자극 세정,향과 사용감에 대한 만족도가 높음,민감성,80000
바이탈뷰티,바이탈뷰티 네일 제품 804,메이크업,네일,빠른 건조,자극 없이 순하다는 평가가 많음,건성,127000
에이피뷰티,에이피뷰티 이너뷰티 제품 805,뷰티푸드,이너뷰티,항산화,향과 사용감에 대한 만족도가 높음,건성,19000
오설록,오설록 퍼퓸 제품 806,향수,퍼퓸,시그니처 향,재구매율이 높은 제품,모든 피부,111000
헤라,헤라 치크 제품 807,메이크업,치크,자연 발색,재구매율이 높은 제품,지성,46000
바이탈뷰티,바이탈뷰티 아이 제품 808,메이크업,아이,롱래스팅,효과 체감이 빠르다는 리뷰 다수,건성,89000
프리메라,프리메라 바디케어 제품 809,남성,바디케어,저자극,향과 사용감에 대한 만족도가 높음,모든 피부,83000
한율,한율 클렌징 제품 810,스킨 케어,클렌징,보습 유지,향과 사용감에 대한 만족도가 높음,모든 피부,26000
오설록,오설록 팩마스크 제품 811,남성,팩마스크,저자극,자극 없이 순하다는 평가가 많음,건성,145000
헤라,헤라 스페셜 케어 제품 812,스킨 케어,스페셜 케어,미백 기능성,가성비가 좋다는 의견이 많음,지성,65000
설화수,설화수 바디 제품 813,생활용품,바디,보습 강화,자극 없이 순하다는 평가가 많음,모든 피부,123000
마몽드,마몽드 쉐이빙 제품 814,남성,쉐이빙,저자극,재구매율이 높은 제품,건성,46000
한율,한율 치크 제품 815,메이크업,치크,생기 부여,재구매율이 높은 제품,민감성,89000
프리메라,프리메라 구강 제품 816,생활용품,구강,구취 제거,재구매율이 높은 제품,건성,88000
아모레베이직,아모레베이직 아이 제품 817,메이크업,아이,번짐 방지,자극 없이 순하다는 평가가 많음,지성,9000
이니스프리,이니스프리 퍼퓸 제품 818,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,건성,79000
바이탈뷰티,바이탈뷰티 퍼퓸 제품 819,향수,퍼퓸,지속력 우수,자극 없이 순하다는 평가가 많음,민감성,112000
아모레베이직,아모레베이직 페이스 제품 820,메이크업,페이스,피부톤 보정,효과 체감이 빠르다는 리뷰 다수,지성,130000
라네즈,라네즈 클렌징 제품 821,스킨 케어,클렌징,저자극 세정,재구매율이 높은 제품,민감성,67000
이니스프리,이니스프리 퍼퓸 제품 822,향수,퍼퓸,시그니처 향,효과 체감이 빠르다는 리뷰 다수,지성,115000
에이피뷰티,에이피뷰티 퍼퓸 제품 823,향수,퍼퓸,지속력 우수,효과 체감이 빠르다는 리뷰 다수,민감성,140000
라네즈,라네즈 퍼퓸 제품 824,향수,퍼퓸,지속력 우수,재구매율이 높은 제품,민감성,141000
오설록,오설록 클렌져 제품 825,남성,클렌져,데일리 사용,효과 체감이 빠르다는 리뷰 다수,지성,61000
아이오페,아이오페 퍼퓸 제품 826,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,민감성,52000
아모레베이직,아모레베이직 이너뷰티 제품 827,뷰티푸드,이너뷰티,항산화,가성비가 좋다는 의견이 많음,모든 피부,82000
아모레베이직,아모레베이직 퍼퓸 제품 828,향수,퍼퓸,시그니처 향,효과 체감이 빠르다는 리뷰 다수,모든 피부,15000
헤라,헤라 스페셜 케어 제품 829,스킨 케어,스페셜 케어,탄력 개선,가성비가 좋다는 의견이 많음,복합성,84000
헤라,헤라 썬/BB 크림 제품 830,남성,썬/BB 크림,데일리 사용,효과 체감이 빠르다는 리뷰 다수,민감성,63000
라네즈,라네즈 바디 제품 831,생활용품,바디,보습 강화,재구매율이 높은 제품,민감성,148000
헤라,헤라 퍼퓸 제품 832,향수,퍼퓸,지속력 우수,효과 체감이 빠르다는 리뷰 다수,지성,147000
헤라,헤라 헤어 제품 833,생활용품,헤어,윤기 강화,가성비가 좋다는 의견이 많음,건성,9000
아모레베이직,아모레베이직 페이스 제품 834,메이크업,페이스,피부톤 보정,가성비가 좋다는 의견이 많음,지성,93000
롱테이크,롱테이크 퍼퓸 제품 835,향수,퍼퓸,지속력 우수,효과 체감이 빠르다는 리뷰 다수,건성,82000
아이오페,아이오페 바디 제품 836,생활용품,바디,산뜻한 마무리,향과 사용감에 대한 만족도가 높음,민감성,99000
바이탈뷰티,바이탈뷰티 이너뷰티 제품 837,뷰티푸드,이너뷰티,항산화,자극 없이 순하다는 평가가 많음,지성,71000
에이피뷰티,에이피뷰티 네일 제품 838,메이크업,네일,빠른 건조,자극 없이 순하다는 평가가 많음,복합성,14000
설화수,설화수 선케어 제품 839,베이비,선케어,민감피부 사용 가능,효과 체감이 빠르다는 리뷰 다수,지성,88000
라네즈,라네즈 모이스처라이징 제품 840,스킨 케어,모이스처라이징,장벽 강화,자극 없이 순하다는 평가가 많음,민감성,133000
에스트라,에스트라 선케어 제품 841,베이비,선케어,백탁 없음,향과 사용감에 대한 만족도가 높음,모든 피부,26000
설화수,설화수 네일 제품 842,메이크업,네일,선명한 컬러,효과 체감이 빠르다는 리뷰 다수,모든 피부,143000
아모레베이직,아모레베이직 립 제품 843,메이크업,립,선명한 발색,재구매율이 높은 제품,모든 피부,63000
프리메라,프리메라 구강 제품 844,생활용품,구강,저자극,효과 체감이 빠르다는 리뷰 다수,복합성,69000
아이오페,아이오페 스킨/바디 케어 제품 845,베이비,스킨/바디 케어,데일리 사용,자극 없이 순하다는 평가가 많음,민감성,114000
한율,한율 이너뷰티 제품 846,뷰티푸드,이너뷰티,항산화,자극 없이 순하다는 평가가 많음,모든 피부,14000
아모레베이직,아모레베이직 스킨/바디 케어 제품 847,베이비,스킨/바디 케어,저자극,자극 없이 순하다는 평가가 많음,복합성,58000
헤라,헤라 스킨/바디 케어 제품 848,베이비,스킨/바디 케어,저자극,재구매율이 높은 제품,지성,44000
에이피뷰티,에이피뷰티 바디케어 제품 849,남성,바디케어,저자극,가성비가 좋다는 의견이 많음,모든 피부,47000
에스트라,에스트라 페이스 제품 850,메이크업,페이스,피부톤 보정,재구매율이 높은 제품,건성,37000
오설록,오설록 치크 제품 851,메이크업,치크,자연 발색,향과 사용감에 대한 만족도가 높음,건성,135000
에이피뷰티,에이피뷰티 구강 제품 852,생활용품,구강,저자극,효과 체감이 빠르다는 리뷰 다수,건성,64000
아모레베이직,아모레베이직 선케어 제품 853,베이비,선케어,백탁 없음,효과 체감이 빠르다는 리뷰 다수,복합성,138000
라네즈,라네즈 퍼퓸 제품 854,향수,퍼퓸,지속력 우수,향과 사용감에 대한 만족도가 높음,지성,76000
아모레베이직,아모레베이직 아이 제품 855,메이크업,아이,번짐 방지,재구매율이 높은 제품,모든 피부,91000
아이오페,아이오페 팩마스크 제품 856,남성,팩마스크,데일리 사용,가성비가 좋다는 의견이 많음,모든 피부,107000
설화수,설화수 스페셜 케어 제품 857,스킨 케어,스페셜 케어,탄력 개선,재구매율이 높은 제품,복합성,10000
아이오페,아이오페 이너뷰티 제품 858,뷰티푸드,이너뷰티,피부 건강 개선,재구매율이 높은 제품,민감성,139000
바이탈뷰티,바이탈뷰티 에센스크림 제품 859,남성,에센스크림,데일리 사용,자극 없이 순하다는 평가가 많음,지성,82000
헤라,헤라 선케어 제품 860,베이비,선케어,민감피부 사용 가능,효과 체감이 빠르다는 리뷰 다수,복합성,9000
마몽드,마몽드 선케어 제품 861,베이비,선케어,민감피부 사용 가능,효과 체감이 빠르다는 리뷰 다수,지성,100000
설화수,설화수 이너뷰티 제품 862,뷰티푸드,이너뷰티,피부 건강 개선,효과 체감이 빠르다는 리뷰 다수,지성,141000
한율,한율 스킨/바디 케어 제품 863,베이비,스킨/바디 케어,데일리 사용,재구매율이 높은 제품,민감성,104000
설화수,설화수 이너뷰티 제품 864,뷰티푸드,이너뷰티,항산화,효과 체감이 빠르다는 리뷰 다수,복합성,95000
오설록,오설록 퍼퓸 제품 865,향수,퍼퓸,시그니처 향,효과 체감이 빠르다는 리뷰 다수,복합성,147000
라네즈,라네즈 선케어 제품 866,베이비,선케어,백탁 없음,향과 사용감에 대한 만족도가 높음,복합성,65000
한율,한율 퍼퓸 제품 867,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,모든 피부,148000
아모레베이직,아모레베이직 페이스 제품 868,메이크업,페이스,자연스러운 커버,효과 체감이 빠르다는 리뷰 다수,건성,89000
헤라,헤라 바디 제품 869,생활용품,바디,보습 강화,가성비가 좋다는 의견이 많음,모든 피부,10000
이니스프리,이니스프리 바디 제품 870,생활용품,바디,산뜻한 마무리,자극 없이 순하다는 평가가 많음,지성,12000
바이탈뷰티,바이탈뷰티 이너뷰티 제품 871,뷰티푸드,이너뷰티,항산화,자극 없이 순하다는 평가가 많음,복합성,68000
한율,한율 클렌져 제품 872,남성,클렌져,저자극,효과 체감이 빠르다는 리뷰 다수,지성,125000
바이탈뷰티,바이탈뷰티 바디 제품 873,생활용품,바디,보습 강화,자극 없이 순하다는 평가가 많음,민감성,124000
에이피뷰티,에이피뷰티 쉐이빙 제품 874,남성,쉐이빙,데일리 사용,가성비가 좋다는 의견이 많음,민감성,126000
아모레베이직,아모레베이직 립 제품 875,메이크업,립,보습감,효과 체감이 빠르다는 리뷰 다수,복합성,126000
아모레베이직,아모레베이직 헤어 제품 876,생활용품,헤어,손상 케어,자극 없이 순하다는 평가가 많음,모든 피부,144000
아모레베이직,아모레베이직 이너뷰티 제품 877,뷰티푸드,이너뷰티,항산화,자극 없이 순하다는 평가가 많음,건성,35000
설화수,설화수 바디케어 제품 878,남성,바디케어,저자극,향과 사용감에 대한 만족도가 높음,모든 피부,62000
에이피뷰티,에이피뷰티 스페셜 케어 제품 879,스킨 케어,스페셜 케어,집중 케어,가성비가 좋다는 의견이 많음,복합성,43000
헤라,헤라 선케어 제품 880,베이비,선케어,백탁 없음,효과 체감이 빠르다는 리뷰 다수,모든 피부,140000
